1295744814982541315	can cayó acantilado quilca logró rescatado personal policial quienes utilizaron equipamiento especializado cumplir noble objetivo #vidaquecuidalavida	169
1308800039561687047	perú existen cientos #casoswing contrataciones dedo ministerios #conferenciadeprensa #semanaderepresentacion	160
1241341951586316291	despegan primeros #mexicanosenperu gracias apoyo @inamimx @cancilleriaperu @gmexicooficial excelente servicio @magnicharters buen retorno vemos pronto méxico @embamexper @sremx	159
1326673673173032961	marcha calles céntricas jóvenes continúan protestando plaza armas	154
1326715505651179520	amigos mandan videos plaza armas ciudad #merinonoesmipresidente	142
1285291889080631296	#loúltimo colegio abogados formalizó denuncia penal presidente @gorearequipa elmer cáceres llica resulten responsables delitos vida cuerpo salud casos #covid lea	138
1256310753172303875	informe #contraloría revela mitad #respiradores hospital honorio delgado inoperativos falta #mantenimiento #accesorios no hay equipos protección personal epp insumos bioseguridad	133
1285023614077739008	gracias ejemplo peruanos hacerse respetar #arequipadignidad	131
1287950652484792321	paciente #covid hospital acto desesperación lanza ventana muere gracias @pbodigital enteramos medio informado #elcolmo	131
1229968520588316672	“rechazamos @fiscaliaperu archivara denuncia discriminación zuleika alatrista evidencia agresión racista elena viza fiscal tuvo indebida valoración medios probatorios ángel maría manrique @defensoriaperu vía @rppnoticias	131
1298899502808563718	#urgente sabían cerro colorado había perrera llegó anunció sacrificar perritos favor #ayuda personas tengan contactos aqp llamar deysi davila no enterados ley protección animal	129
1325986667833024512	#vacanciapresidencial registra protesta vacancia martín vizcarra carteles rechazan medida adoptada congreso policía retiró manifestantes plaza principal video @crgustavo	123
1284943853137670146	ejecutivo debería asumir control crisis sanitaria incapacidad gobernador urge además relevar jefe comando #covid cambiar estrategia pandemia indudable @caceresllica debe renunciar inmediatamente pueblo clama	123
1326735023035346944	asi acabo protestas cientos personas salieron protestar principales calles centro histórico congreso república designación manuel merino nuevo presidente denis mayhua gea store frase corta	123
1284928792734113793	lecciónes #iquitos #tacna #sanmartín tuvieron meses aprender errores loreto estaban preocupados ivermectinizándose ahora	122
1248482824442675201	pilar mazzetti jefa comando operaciones covid pandemia “aquí comemos diferencias actuamos si alguien no actúa proceder guerra no actuar traición patria guerra”	120
1326945790141607936	#neldymendoza precandidata vicepresidencia @renovacionperu pronunciamos favor paz no queremos violencia odio atraso vandalismo destruye no construye lograremos perú mejor #laviolencianomerepresenta	119
1285662366458359809	fallecio esposo señora celia capira quien corrió presidente durante visita	116
1242827211029315584	@unsaoficial puso disposición @minsaperu laboratorio biología molecular moderno equipamiento personal especializado realizar pruebas descarte #coronavirus	114
1243636420239142913	#arequipa“reutilizamos mandilones mascarillas días” afirman médicos #elbuho #lamiradadelinterior	114
1343946130514731010	latinoamérica unida defensa vida perú apoyamos causa pro vida hermanos argentinos #argentinaesprovida	112
1286108688076414976	había clamor “saquen #cáceresllica gobierno tome control sanitario” hoy #vizcarra hizo finta du gaseoso gobernador regional valió decir “gracias apoyo sigo mando” vendrá du aclaratorio	112
1248367167818604545	impactante mensaje pilar mazzeti video completo escuché decir si autoridad no logra ponerse acuerdo militares procederán control si cáceres llica sigue estorbando mejor buscando nuevo	107
1327021332421292033	inicia marcha nuevo gobierno merino miles ciudadanos parten plaza españa movilizan principales calles ciudad	102
1244655556742316033	atención denuncias formuladas personal médico hospital honorio delgado he solicitado gobernador regional @caceresllica información medidas bioseguridad destinadas preservar salud médicos #covid	101
1326657167710162945	tarde grupo ciudadanos volvió calles protestar banderas pancartas cuestionan @congresoperu nombramiento manuel merino presidente video @crgustavo	100
1292076842980081664	ayúdenme please gente vive doctor atienda teléfono paciente presuntos síntomas covid urgente #fav #rt please si número #covid	94
1294542161669763073	#historiadeespaña francisco pizarro garci manuel carbajal juan torre díaz chacón centenar españoles fundan villa asunción señora valle hermoso conocida actualmente perú	94
1242503821869400065	registra feminicidio doloroso indignante sujeto sido capturado deben mujeres obligadas pasar cuarentera agresores porqe no urge respuestas alternas víctimas violencia riesgo	92
1260971917999292416	no he posteando #barrocoparalevantarelanimo pensé hilo alimentaré días complejos arquitectónicos importantes #perú virreinal monasterio santa catalina siena ciudad	91
1255601710539603970	#dgscinforma asistencia social familias necesidad #barrioseguro cayma histórica #cayma articulación estrategia #jjvv coordinadores sector entregó almuerzos apoyo @policiaperu	90
1242616144214843392	#unsa puso disposición #ministeriodesalud laboratorio biología molecular moderno equipamiento personal especializado realizar pruebas descarte #covid #juntoscontraelcoronavirus	89
1293688231293325318	nivel irresponsabilidad gobernador brutal consumir carne llama comprobado científicamente combate #covid	87
1285033045918199810	video #panamericananoticias #panorama radiografía ocurre nuevo epicentro contagios coronavirus	85
1328114194156228613	#lutonacional ciudadanos guardaron minuto silencio señal duelo asesinatos jack bryan pintado sánchez jordan inti sotelo camargo ocurridos durante marcha nacional video @crgustavo	84
1286006632099581953	gobierno aprueba decreto urgencia intervenir minsa gestión salud cargo gobierno regional	84
1293761736408027136	consternado acabo recibir llamada primo médico últimos días pruebas realizadas cuatro salen negativas #covid cuatro	83
1243678423005921282	grupo médicos hospital honorio delgado protestó viernes pésimas condiciones prestan servicio frente #covid vídeo nota completa	82
1257380298431565824	#dgscinforma asistencia situación vulnerabilidad gestión #barrioseguro cayma histórica entregaron almuerzos ayuda @policiaperu #jjvv iglesia cadena solidaria sector seguimos trabajando #perúestáennuestrasmanos	81
1327032326799437824	#ahora marcha protesta gobierno #merino viene ingresando histórica plaza armas	80
1267516259379404801	#dgscinforma capacitación virtual resiliencia enfoque familiar tiempos #covid #barrioseguro chabuca granda #altoselvaalegre cargo #cem @mimpperu dirigido policías serenos vecinos sector	80
1257700948908150784	#dgscinforma apoyo social comunitario #barrioseguro milagros #miraflores entrega almuerzos población vulnerable apoyo subprefecta @policiaperu cadena solidaridad	80
1260645990085742592	#dgscinforma jornada apoyo social #barrioseguro cayma histórica participación cadena solidaria apoyo comisarias @policiaperu cayma acequia alta #jjvv sector	80
1286145761248522242	carpas “temporales ” inaugura vizcarra son camas punto oxígenopiura chiclayo trujillo aqp esconden pacientes estaban suelo trasladándolos carpa engañanarnos hosp delgado vizcarra #cacerolazojuliopm	79
1268633622593990656	#dgscinforma control seguridad #barrioseguro chabuca granda #altoselvaalegre coordinación @policiaperu municipalidad @altoselvaalegre reparto alimentos programa @midisqaliwarma padres ie diego thomson	78
1328133952222212097	#lutonacional miles jóvenes salieron calles cercado protestar asesinatos inti sotelo bryan pintado manos policía hora manifestantes concentran plaza armas ciudad video @crgustavo	78
1250806852469825538	#urgente niña años muere causa covid hospital	78
1285788152741933056	#huanuco viviendo igual peor ojo sucediendo ahora señor @martinvizcarrac huanuco	78
1222308370612355073	emergencia encuentra avenida pizarro ubicada límite distritos paucarpata josé luis bustamante rivero @coenperu @hombredeltiempo @presidenciaperu @pcmperu	77
1258442447560101891	#dgscinforma entrega almuerzos familias vulnerables #barrioseguro santa marta articulación @policiaperu cadena solidaria parroquia acequia alta	77
1267500908218204160	#dgscinforma ayuda social #barrrioseguro milagros #miraflores realizó entrega almuerzos familias vulnerables coordinación cia@policiaperu apoyo cadena solidaria iveth bravo cateriano #jjvv dirigentes sector	77
1311827465392844800	viabilidad majes siguas ii riesgo no consorcio cobra presionando resolución contrato llevarnos arbitraje ganar repitiendo historias gasoducto sur chinchero	77
1259916069466144770	#dgscinforma instalación mesa técnica territorial #barrioseguro chabuca granda @altoselvaalegre programaron diversas actividades apoyo educación víctimas violencia capacitaciones integrantes mesa	76
1262805217260613634	#dgscinforma coordinación #barrioseguro cayma histórica fumigaron instituciones educativas sector apoyo empresa trans cayma parte acciones prevención entrega material alimentos @midisqaliwarma	76
1326236868057440258	ciudadanos protestaron calles centro histórico vacancia presidencial asunción manuel merino video @crgustavo	76
1273676856546357248	#dgscinforma coordinación ie guillermo mercado barroso #barrioseguro chabuca granda #altoselvaalegre brinda apoyo policial serenazgo @altoselvaalegre entrega alimentos programa @midisqaliwarma padres familia	76
1267199170982494210	#dgscinforma jornada apoyo comunitario #barrioseguro cayma histórica fumigaron calles sector apoyo empresa privada #jjvv @policiaperu seguimos trabajando #perúestáennuestrasmanos	75
1258499752007778305	#dgscinforma capacitación #barrioseguro chabuca granda #altoselvaalegre dirigido directores maestros #jjvv sector coordinación #cem @mimpperu estuvo cargo ponencia	75
1267818249573498880	#dgscinforma charla violencia disfrazada amor #barrioseguro milagros coordinación ponencia #cem @mimpperu beneficiando padres familia docentesde ie gran amauta prevención violencia doméstica género	75
1272589691464777730	#dgscinforma patrullaje integrado #barrioseguro chabuca granda articulación conjunta @policiaperu municipalidad @altoselvaalegre asegurando orden cumplimiento distanciamiento social desarrollo feria itinerante	74
1273993947384348677	#dgscinforma donación #barrioseguro chabuca granda #altoselvaalegre gestión vecinos zona quienes apoyaron necesidad gracias apoyo @policiaperu serenazgo @altoselvaalegre seleccionaron beneficiarios	74
1285205231073140736	problema regiones son gobernadores caso gestión caceres calamidad ahoga ciudades importantes país	74
1254201883482349570	‘maestra alturas’ camina mil msnm llevar material educativo alumnos video #coronavirus	73
1261325473298055168	#dgscinforma mesa técnica territorial #barrioseguro milagros #miraflores acordó realizar charlas instituciones educativas prevención entornos violentos reforzar patrullaje policial zona focalizada	73
1263862182007025664	#dgscinforma jornada desinfección #barrioseguro cayma histórica actividad acordada mesa técnica territorial contó apoyo #pnp #jjvv empresa privada comunidad	73
1284989843496476675	mujer hoy corrió gritando comitiva @martinvizcarrac simboliza sentir afectados #covid familiares desgarrador impotencia frustración	72
1287203685135716352	celia capira martín vizcarra “unas disculpas no devolverán esposo”	72
1267078377296412673	#dgscinforma “cuidando salud mental niños tiempos confinamiento #barrioseguro chabuca granda #altoselvaalegre participaron docentes quienes final charla entonaron canciones encontraban escuchado ponencia	72
1261776689878745090	#dgscinforma capacitación #barrioseguro chabuca granda #altoselvaalegre dirigido directores profesores representantes #pnp #jjvv cargo personal centro salud mental comunitario @minsaperu sector focalizado	72
1273284269150998529	#dgscinforma entrega alimentos #barrioseguro cayma histórica familias vulnerables intervención aliados estratégicos participación #jjvv personal comisarías @policiaperu cayma acequia alta	71
1261733154022440961	#dgscinforma coordinaciones #barrioseguro chabuca granda #altoselvaalegre iiee guillermo mercado @policiaperu municipalidad @altoselvaalegre realizó entrega alimentos programa @midisqaliwarma cuadernos padres familia	71
1246543063339552769	#especialpbo ampay #vizcarra #butters revela mentiritas presidente #butters “los números no son reales gobierno propaganda mano medios” #pbo #butters #perú #afps #urgente #loúltimo #congreso #día	71
1276500460904435713	#dgscinforma #barrioseguro cayma histórica gestión empresa privada realizó desinfección instalaciones vehículos comisaría @policiaperu parte acuerdos mesa técnica territorial #cuidamosnuestraprimeralínea	71
1276515561032355841	#dgscinforma sesión capacitación ciberdelitos #barrioseguro zona sur #tacna articulación ponencia @unodcperu promocionar cultura paz legalidad prevenir crimen violencia	71
1344023323936780289	ola celeste mueve latinoamérica perú unimos lucha defensa vida hermanos argentinos decimos @senadoargentina #argentinaesprovida queremos #argentinasinaborto	71
1265326581230100482	#dgscinforma #díadelaeducacióninicial #barrioseguro chabuca granda #altoselvaalegre realizó show entregó sorpresas coordinación marisol sucapuca apoyo serenazgo @altoselvaalegre respetando distanciamiento	70
1331025532742471680	#loúltimo juez luis madariaga corte superior justicia declaró fundada demanda amparo resolvió primera instancia destituir gobernador regional elmer cáceres cargo no implementar protocolo #covid foto corte	70
1263469598067658752	#dgscinforma coordinación #barrioseguro chabuca granda @altoselvaalegre centro salud mental elaboró agenda telefónica atención ciudadano compartida #jjvv mesa técnica territorial vecinos sector	70
1271124786937237506	#dgscinforma patrullaje integrado #barrioseguro chabuca granda #altoselvaalegre realizan rondas jurisdicción coordinación municipalidad @altoselvaalegre preservar seguridad orden cumplimiento aislamiento social sector	69
1275126407635644416	#dgscinforma jornada apoyo social #barrioseguro cayma histórica cargo actores aliados mesa técnica territorial donación cocina víveres	69
1280169637897011201	#dgscinforma gestiones atención social #barrioseguro chabuca granda #altoselvaalegre beneficio pacientes centro salud mental comunitario apoyo #jjvv entregó medicamentos domicilio pobladores sector focalizado	69
1285775135778254854	gob designa zulema tomaspara realizar coordinaciones pertinentes centros salud #arequipaen lucha #covid representación @minsaperu gob no cuenta profesionales probos	69
1328466670080438276	#lutonacional miles jóvenes universidades públicas privadas salieron calles marchar mayoría vestidos negro señal duelo asesinatos inti sotelo bryan pintado video @crgustavo	69
1273254069998505991	#dgscinforma entrega alimentos #barrioseguro cayma histórica programa @midisqaliwarma ie mayta capac actividad contó participación aliados mesa técnica territorial	69
1270415366964027392	#dgscinforma entrega alimentos padres familia #barrioseguro cayma histórica programa @midisqaliwarma ie libia bernal baltazar mesa técnica territorial gestionó seguridad distanciamiento social lugar	69
1280864215645982720	#dgscinforma #barrioseguro cayma histórica llevó cabo jornada desinfección instalaciones ie mayta cápac apoyo empresa privada apafa institución	68
1273314469452677122	#dgscinforma capacitación cuidado salud mental niños tiempos #covid #barrioseguro chabuca granda #altoselvaalegre exposición ps mg silvia murguía dirigido profesores padres familia vecinos sector	68
1264934251633336321	#dgscinforma entornos violentos niños niñas adolescentes #barrioseguro milagros #miraflores desarrollado #cem @mimpperu dirigido directores docentes padres familia instituciones educativas sector	68
1264541663348748288	#dgscinforma capacitación efectos pandemia #seguridadciudadana #barrioseguro chabuca granda #altoselvaalegre coordinación municipalidad @altoselvaalegre @policiaperu participación serenos operadores cámaras #jjvv	68
1269660390713106435	#dgscinforma jornada apoyo social #barrioseguro cayma histórica familias necesidad apoyo víveres empresa privada coordinadoras zonales comisarías cayma acequia alta	68
1262744825935388672	#dgscinforma apoyo social #barrioseguro milagros #miraflores realizó entrega almuerzos sector coordinación apoyo cia @policiaperu cadena solidaridad seguimos trabajando #perúestáennuestrasmanos	68
1283159337024794624	#dgscinforma campaña vacunación influenza neumococo #barrioseguro cayma histórica dirigida población vulnerable articulación centro salud comisaría jjvv empresa privada	68
1271411931786686464	#dgscinforma jornada apoyo social familias vulnerables #barrioseguro cayma histórica entregó víveres apoyo aliados estratégicos participación #jjvv personal policial comisaría @policiaperu sector	67
1280109242188361728	#dgscinforma jornada apoyo social #barrioseguro cayma histórica actividad participaron #jjvv personal @policiaperu comisarías cayma acequia alta apoyo aliados estratégicos	67
1279082472463089667	#dgscinforma drogas charla preventiva tiempos #covid #barrioseguro chabuca granda #altoselvaalegre desarrollada @devidaperu dirigido directores profesores padres familia juntas vecinales mesa técnica vecinos	67
1278674790652407809	#dgscinforma violencia disfrazada amor #barrioseguro milagros santa marta ponencia psic andrés apaza mendoza #cem @mimpperu dirigido comunidad	67
1274371432001220609	#dgscinforma ciberseguridad privacidad #barrioseguro zona sur #tacna coordinación @unodcperu participaron aliados estratégicos sectores jueces fiscales #inpe directores docentes iiee #jjvv	66
1270354970240520201	#dgscinforma olla común #barrioseguro santa marta entregó almuerzos familias vulnerables sector focalizado seguimos trabajando #perúestáennuestrasmanos	66
1277240333907058689	#dgscinforma jornada apoyo social familias #barrioseguro cayma histórica donaron víveres apoyo aliados estratégicos mesa técnica territorial #jjvv comisarías @policiaperu cayma acequia alta	66
1281226604786704385	#dgscinforma jornada apoyo social #barrioseguro cayma histórica gestionó donación bolsas víveres familias vulnerables sector apoyo empresario #jjvv sector	66
1287015008006737921	presidente consejo ministros @pcaterianob viaja llevando medicamentos balones oxígeno equipos protección personal pruebas rápidas descarte #covid objetivo reforzar lucha pandemia región	66
1280592422058160133	#dgscinforma #barrioseguro santa marta gestionó atención social beneficio sector desinfección limpieza zonas vulnerables apoyo materiales implementos parte aliados estratégicos	66
1284095510261964801	#dgscinforma recolección víveres #barrioseguro chabuca granda apoyo opc #jjvv @policiaperu atención social familias afectadas #covid aislamiento	66
1274733820508504064	#dgscinforma jornada entrega alimentos #barrioseguro cayma histórica programa @midisqaliwarma ie mayta capac actividad contó participación @policiaperu sub prefecto @muniarequipa supervisión orden	66
1284864861130956800	presidente @martinvizcarrac grandes hospitales @minsaperu administra gobierno regional #elinformativoxnacional	66
1264554055931699203	ahora premier @vicazeballos dirige reforzar acciones frente #covid supervisar entrega ventiladores pruebas rápidas pruebas moleculares kg medicamentos equipos protección personal salud policial	65
1310627492336730112	perú decimos fuerte claro #abortonoesderecho mujeres defienden vida respetan concepción #nohablenportodas #bloquecontinentalprovida	65
1274356333374918657	#dgscinforma perifoneo sensibilización #barrioseguro cayma histórica cargo miembros mtt #cem salud mental mensajes prevención violencia familiar apoyo aliados estratégicos #jjvv sector	65
1282011777123966984	#dgscinforma campaña vacunación influenza neumococo familias vulnerables #barrioseguro cayma histórica seis urbanizaciones coordinación centro salud @minsaperu @policiaperu #jjvv empresa privada	65
1286084571445047298	hoy recibimos dando ánimos aliento primer paciente #villajuli @essaludperu opera hoy nuevo centro aislamiento camas ayudará pacientes leve moderado lucha #covid si	65
1328136238621200384	fotos emblemático tuturutu plaza armas convertido altar conmemoración inti sotelo bryan pintado tarde gente ido flores carteles mensajes velas honor#lutonacional #peru	65
1284896937234305026	protesta médicos martín vizcarra visita	65
1282796952229470209	#dgscinforma jornada apoyo social #barrioseguro cayma histórica entregando almuerzos personas vulnerables zona focalizada gracias apoyo integrantes barra #erupciónblanquirroja centro salud mental @policiaperu #jjvv	65
1272227303003652098	#dgscinforma donación material #barrioseguro chabuca granda #altoselvaalegre vecino afectado ventarrón destruyó ventanas apoyo serenazgo traslado	65
1327391890292035585	quinto día consecutivo protestas	64
1283129136605736960	#dgscinforma taller danzas tardes folklore #barrioseguro cayma histórica dirigido comunidad educativa ie ave maría actividad articulada asociación folclórica aprocay generando espacio recreación cultura	64
1327032338782543874	#marchanov tercer día consecutivo grupo manifestantes salió calles rechazo designación manuel merino video @crgustavo	64
1282736550221144069	#dgscinforma agentes cambio consumo drogas #covid @devidaperu dirigida alumnos escuela superior técnica @policiaperu vecinos sectores #barrioseguro santa marta chabuca granda cayma histórica	64
1288444165257216000	#dgscinforma taller danza “aprendiendo bailar #barrioseguro zona sur #tacna cargo profesora danza evelyn huaco campeona mundial marinera dirigido familias aprendieron marinera tondero huaynodesde hogares	63
1284922598745411584	dolor lagrimas familiares pacientes médicos enfermeras no pudieron protagonizaron imágenes dolor impotencia no no escuchados	63
1219785936604745734	huaico carretera panamericana pone riesgo vida conductores	63
1294589658882605056	hoy conmemoramos aniversario #piura #huánuco tres importantes ciudades país hoy importante reto vencer #covid seguir promoviendo desarrollo apoyo responsabilidad gente posible	63
1257371242266603521	#corrupcionsinmascarilla #peru #piura #vizcarradestruyeperu fiscal josé domingo pérez archivó denuncia sunat millones tres exfuncionarios odebrecht nndc política gestión	63
1282766751059468288	#dgscinforma perifoneo medidas preventivas salud mental #barrioseguro cayma histórica cargo centro salud mental #cem @mimpperu sectores focalizados	62
1259184394155307015	recibió millones presupuesto covid gastó millones monto millones contratos administrativos servicios mil material médico busca #gastocovid	62
1264209472857260034	#dgscinforma vídeo conferencia manejo estrés post pandemia secuelas salud mental #barrioseguro santa marta cargo psic guido chambi participación representantes @policiaperu @muniarequipa @altoselvaalegre #minedu #cem	62
1276893051504537600	#dgscinforma capacitación protocolos bio seguridad frente #covid #barrioseguro chabuca granda #altoselvaalegre ponencia dr woodward paja médico @minsaperu beneficio familias directores jjvv sector focalizado	62
1328141342250315778	#lutonacional continúan protestas manuel merino manifestantes solicitan sea investigado asesinatos jóvenes inti sotelo bryan pintado video @crgustavo	61
1289229335371620353	#dgscinforma articulación #barrioseguro chabuca granda atendiendo pedido vecinos sector coordinó comisaría @policiaperu presencia policial ejecución operativo control cumplimiento protocolos bioseguridad	61
1220860790061850633	enero #lima #cusco #cajamarca #huancavelica #huánuco #lalibertad #lambayeque #piura #puno #sanmartin #tacna vota mujeres vota #feministas #yovotojp #juntasporelperu #juntosporelperu #juntxsporelperu	61
1271849562823512064	#dgscinforma jornada apoyo social comunitario #barrioseguro milagros #miraflores entregando almuerzos coordinación cadena solidaria iveth bravo cateriano subprefecta @policiaperu dirigentes zona focalizada	61
1284961073792077824	video @martinvizcarrac salia disparado señora corria auto buscando ayuda consuelo no obtuvo presidente malo insensible	61
1286007159885574144	acaba anunciar vizcarra ministerio salud intervenir sistema salud región luchar directamente #covid ineficiencia gobierno regional lleva gobierno central tome control	60
1281558794107928580	#dgscinforma capacitación virtual medicación auto medicación lineamientos bioseguridad tiempos #covid #barrioseguro chabuca granda #altoselvaalegre dirigido vecinos representantes #pnp docentes sector	60
1294335299099795458	pacientes hospitalizados consumió dióxido cloro vía @elbuhope	60
1283949379309756417	“meseta” señor @martinvizcarrac	60
1339278517113155590	sismo magnitud provoca daños deslizamientos tierra perú	60
1284911558859149312	recibieron #vizcarra “basta mentiras #vizcarraincapaz”	60
1286835670628040704	“el aporte #cerroverde llega momento recibe donaciones importantes ejemplo #grupogloria importará plantas oxígeno austria será entregada ascope #lalibertad”	60
1286368529105788934	estanos contigolos jóvenes demuestran amor vocación servicio perú hoy profesionales salud suman guerreros llegaron lunes reforzar lucha covid #arribaperú #seguimosenguardia	59
1285212866833002500	#dgscinforma campaña vacunación influenza neumococo #barrioseguro cayma histórica articulación centro salud apoyo comisaría jjvv	59
1285989942775164929	perú damos apoyo hermanos mexicanos no debe imponer ideologías aprovechando situación pandemia fuerza familias mexicanas #mexico #yoejerzolapatriapotestad #amishijosloseducoyo @molgascordero	58
1222199761194954753	#elecciones excontralor tendrá inmunidad cuentas pendientes justicia enriquecimiento ilícito lavado activos delitos tributarios peculado doloso agravio abuso autoridad	58
1295722115451310081	#dgscinforma jornada apoyo social #barrioseguro cayma histórica beneficio familias vulnerables aahh sector actividad ejecutada acuerdos mesa técnica territorial articulada #jjvv aliados estratégicos	58
1291826448450195458	#dgscinforma taller capacitación función operadores entrevista única cámara gesell #barrioseguro agosto #ciudadnueva #tacna ponencia @fiscaliaperu articulación @worldvisionperu	58
1298681615808204801	#dgscinforma jornada apoyo social #barrioseguro cayma histórica gestionó donación alimentos personas vulnerables aahh embajada japón articulación #jjvv @policiaperu cayma	58
1312230771709685760	distrito hunter personal policial femenino dio lactar recién nacido había sido abandonado padres asimismo donó ropita pañales alimentos trasladado albergue #vidaquecuidatuvida	57
1232001365934628864	celébralo #perú hermosa ciudad blanca lista mejores lugares visitar prestigiosa revista @travelleisure #marcaperú #orgulloperuano	57
1292913612269342720	#dgscinforma jornada apoyo social #barrioseguro cayma histórica gestionó donación víveres familias vulnerables distrito articulación vecinos voluntarios #jjvv personal policial	57
1295450324434653184	#dgscinforma escuela padres acompañamiento psicoemocional padres familia postduelo #barrioseguro chabuca granda articulación centro salud mental comunitario @minsaperu iei apurímac dirigido comunidad educativa sector	57
1264237197743591429	perú sumamos hermanos mexico vida mujer familia @juvioficial @pasosxlavida @familiaimporta @marchavidalima @everastegui #marchavidamx #salvemoslasvidas	57
1299044009642463235	#dgscinforma charla manejo estrés tiempos covid #barrioseguro cayma histórica actividad articulada centro salud mental @minsaperu dirigido vecinos sector	57
1291508614025424896	ayúdenme retuitear favor niños necesitan trasladados urgencia #lima no seamos indiferentes @minsaperu @essaludperu	57
1298273930386366466	#dgscinforma “asistencia psicoemocional serenos #barrioseguro chabuca granda coordinación centro salud mental comunitario @minsaperu municipalidad @altoselvaalegre dirigido personal seguridad ciudadana sector	57
1295812715643117577	#dgscinforma micromachismos #barrioseguro alto libertad cargo #cem @mimpperu dirigido vecinos vecinas sector	56
1245703290484113408	propongo recaudado canalice conferencia episcopal peruana donativo invito autoridades región unirnos crear #fondosolidario canalizado arquidiócesis toca hora difícil	56
1285005970477899778	gritan basta mentiras engaños cara presidente #vizcarraincapaz #vizcarrabastadementiras	56
